,Sexo,Edad,Casado,Numero Dependientes,Recomendaciones realizadas,Meses como Cliente,Plan,Cargo Mensual LLamadas,Multiples lineas,Servicio Internet,GB mensuales consumidos,Servicio Adicional Antivirus,Servicio Respaldo en la Nube,Seguro Proteccion Equipo,Servicio Soporte Premium,Usa Streaming TV,Usa Streaming Peliculas,Usa Streaming Musica,Plan Ilimitado Datos,Tipo Contrato,Cobro Mensual,Historico de Devoluciones ,Historico Cargos extra datos,Historico Cargos Llamadas,Historico Cobro Acumulado   ,Fugado,Causa Fuga
3763,Mujer,62,Si,2,1,10,Ninguno,12729.6,Si,Si,45,Si,No,No,No,Si,Si,Si,Si,Mensual,52130,0,0,127296,680914,Si,Por Precio
3764,Hombre,57,No,0,0,3,Plan E,11367.2,Si,Si,9,No,No,Si,No,Si,Si,Si,Si,Mensual,52806,0,0,34101.6,189243.6,Si,Disconforme
3765,Hombre,31,No,0,0,32,Plan C,774.8,Si,Si,31.5,No,Si,No,No,No,No,No,Si,Mensual,41782,0,0,24793.6,1374791.6,Si,Mejor la Competencia
3766,Hombre,27,No,0,0,35,Ninguno,23722.4,Si,Si,88.5,No,No,Si,Si,Si,No,No,Si,Mensual,49660,0,0,830284,2607748,No,
3767,Hombre,72,Si,0,4,72,Ninguno,8798.4,Si,Si,28.5,No,Si,Si,Si,Si,Si,Si,No,Otro mas largo,58058,0,57200,633484.8,4862566.8,No,
3768,Hombre,20,Si,1,1,48,Plan B,19916,No,Si,127.5,No,Si,Si,No,No,No,Si,Si,Anual,29016,0,0,955968,2334592,No,
3769,Mujer,78,Si,0,0,32,Plan C,25454,Si,Si,13.5,No,No,No,No,Si,No,No,Si,Mensual,44694,0,0,814528,2181400,Si,Por Precio
3770,Mujer,40,Si,3,5,53,Ninguno,,,Si,37.5,Si,Si,Si,No,No,Si,Si,Si,Mensual,25324,0,0,0,1297504,No,
3771,Mujer,42,No,0,0,7,Ninguno,4310.8,No,Si,31.5,No,No,Si,Si,No,Si,Si,Si,Mensual,32656,0,0,30175.6,247691.6,No,
3772,Hombre,51,No,0,0,46,Ninguno,6978.4,No,No,,,,,,,,,,Otro mas largo,10374,0,0,321006.4,792672.4,No,
3773,Hombre,45,No,0,0,12,Plan D,,,Si,13.5,Si,Si,No,Si,Si,No,No,Si,Mensual,26494,0,0,0,314990,No,
3774,Mujer,21,Si,3,8,64,Ninguno,19484.4,Si,Si,103.5,No,Si,Si,No,No,Si,Si,Si,Anual,48282,0,0,1247001.6,4356991.6,No,
3775,Mujer,36,No,0,0,15,Ninguno,12251.2,No,No,,,,,,,,,,Anual,10218,0,0,183768,324480,No,
3776,Mujer,43,No,0,0,41,Plan B,15178.8,Si,Si,6,No,No,Si,No,Si,Si,Si,Si,Mensual,50986,0,0,622330.8,2697442.8,No,
3777,Hombre,58,No,0,0,51,Plan B,17867.2,Si,No,,,,,,,,,,Anual,12792,24913.2,0,911227.2,1544842,No,
3778,Hombre,73,Si,2,1,28,Ninguno,2449.2,Si,Si,31.5,No,No,No,No,No,No,No,No,Anual,26520,0,41600,68577.6,828713.6,No,
3779,Mujer,25,No,0,0,66,Plan A,,,Si,109.5,Si,No,Si,Si,Si,Si,Si,No,Otro mas largo,31902,0,67600,0,2248168,No,
3780,Mujer,50,No,0,0,2,Ninguno,3224,No,Si,9,No,Si,No,No,Si,No,No,Si,Mensual,45318,0,0,6448,101998,Si,Otra
3781,Hombre,62,Si,0,1,43,Ninguno,21361.6,No,Si,27,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,41158,0,0,918548.8,2773180.8,No,
3782,Mujer,28,Si,2,1,58,Plan B,1492.4,Si,Si,103.5,Si,No,Si,Si,Si,No,No,Si,Otro mas largo,39416,0,0,86559.2,2382749.2,No,
3783,Hombre,25,Si,1,8,66,Plan A,18205.2,Si,Si,88.5,No,Si,Si,No,Si,Si,Si,Si,Otro mas largo,41522,0,0,1201543.2,3923717.2,No,
3784,Mujer,45,Si,3,5,71,Ninguno,2553.2,Si,Si,43.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,59592,0,0,181277.2,4393407.2,No,
3785,Hombre,26,Si,3,7,31,Ninguno,3655.6,Si,No,,,,,,,,,,Otro mas largo,13390,0,0,113323.6,506235.6,No,
3786,Hombre,55,Si,0,5,71,Ninguno,23306.4,No,No,,,,,,,,,,Anual,10842,0,0,1654754.4,2455424.4,No,
3787,Hombre,47,Si,0,4,31,Plan C,11658.4,Si,Si,31.5,Si,Si,No,Si,No,No,No,Si,Mensual,47086,0,0,361410.4,1884880.4,No,
3788,Hombre,33,Si,0,1,48,Plan B,3172,Si,Si,27,Si,Si,Si,No,Si,No,No,Si,Otro mas largo,50388,0,0,152256,2478450,No,
3789,Hombre,79,Si,0,7,72,Plan A,5855.2,Si,Si,4.5,No,No,Si,No,Si,Si,Si,Si,Otro mas largo,38194,0,0,421574.4,3192654.4,No,
3790,Hombre,73,Si,0,4,72,Plan A,17513.6,Si,Si,15,No,Si,Si,Si,Si,No,No,Si,Otro mas largo,40222,0,0,1260979.2,4067029.2,No,
3791,Hombre,67,Si,0,0,54,Ninguno,20009.6,Si,Si,19.5,No,No,Si,No,Si,Si,No,No,Mensual,51506,0,20800,1080518.4,3855082.4,No,
3792,Hombre,66,No,0,0,72,Plan A,1232.4,Si,No,,,,,,,,,,Otro mas largo,13052,0,0,88732.8,1019480.8,No,
3793,Mujer,44,Si,0,8,60,Plan B,8080.8,Si,Si,28.5,Si,Si,No,No,No,Si,Si,Si,Mensual,48932,0,0,484848,3332316,No,
3794,Mujer,65,Si,3,7,65,Plan B,10181.6,Si,Si,39,No,Si,Si,No,Si,Si,Si,Si,Anual,55874,0,0,661804,4326504,No,
3795,Hombre,35,Si,3,2,34,Plan C,,,Si,114,No,No,Si,Si,Si,No,No,Si,Mensual,23322,0,0,0,750152,No,
3796,Hombre,45,No,1,0,37,Ninguno,25994.8,No,Si,40.5,Si,Si,No,Si,No,No,No,No,Otro mas largo,31954,25370.8,57200,961807.6,2190858.8,No,
3797,Hombre,43,No,0,0,4,Plan E,16416.4,Si,Si,27,Si,No,No,No,Si,No,No,Si,Mensual,47138,0,0,65665.6,256999.6,No,
3798,Hombre,22,Si,1,8,62,Plan B,7670,Si,Si,78,Si,Si,No,No,Si,Si,Si,No,Mensual,54860,0,78000,475540,3926884,No,
3799,Mujer,43,No,0,0,52,Plan B,22308,Si,Si,21,No,Si,No,No,No,No,No,Si,Anual,41704,0,0,1160016,3394768,No,
3800,Hombre,29,Si,0,9,8,Ninguno,2589.6,No,No,,,,,,,,,,Mensual,10530,0,0,20716.8,103058.8,No,
3801,Mujer,19,Si,2,0,69,Plan A,13093.6,No,No,,,,,,,,,,Otro mas largo,10088,0,0,903458.4,1603482.4,No,
3802,Hombre,60,No,0,0,12,Plan D,17347.2,Si,Si,33,No,No,Si,No,Si,No,No,Si,Mensual,46566,0,0,208166.4,739476.4,No,
3803,Mujer,40,Si,3,3,5,Plan E,,,Si,79.5,No,No,No,No,No,No,No,Si,Mensual,13026,0,0,0,65260,No,
3804,Hombre,61,No,0,0,2,Ninguno,13546,No,Si,3,No,No,Si,No,Si,Si,Si,Si,Mensual,49374,0,0,27092,119704,Si,Mejor la Competencia
3806,Mujer,51,No,0,0,28,Plan C,22937.2,No,Si,22.5,Si,Si,No,No,No,No,No,No,Mensual,29146,0,57200,642241.6,1491219.6,No,
3808,Hombre,42,No,0,0,58,Plan B,1237.6,Si,No,,,,,,,,,,Otro mas largo,12714,0,0,71780.8,858852.8,No,
3809,Hombre,38,No,0,0,1,Plan E,23654.8,No,No,,,,,,,,,,Mensual,10504,0,0,23654.8,34158.8,Si,Mejor la Competencia
3810,Hombre,67,No,0,0,9,Ninguno,16016,Si,Si,27,No,No,No,No,No,Si,No,Si,Mensual,43888,0,0,144144,525044,Si,Servicio Cliente
3811,Mujer,37,Si,0,4,71,Ninguno,5439.2,Si,Si,4.5,No,Si,Si,No,Si,Si,Si,No,Otro mas largo,54678,0,31200,386183.2,4345983.2,No,
3812,Hombre,32,Si,1,1,72,Ninguno,,,Si,24,Si,Si,Si,Si,Si,Si,Si,No,Otro mas largo,34138,0,31200,0,2456740,No,
3813,Hombre,61,No,0,0,13,Ninguno,16057.6,No,Si,4.5,No,Si,Si,No,No,No,No,Si,Mensual,41496,0,0,208748.8,714942.8,Si,Disconforme
3814,Hombre,44,Si,0,1,51,Ninguno,10961.6,Si,Si,13.5,No,No,No,No,Si,Si,Si,Si,Mensual,49218,0,0,559041.6,3061671.6,Si,Mejor la Competencia
3816,Hombre,20,No,0,0,20,Plan D,2880.8,Si,Si,88.5,No,No,Si,No,Si,No,No,Si,Mensual,46124,0,0,57616,973570,Si,Otra
3817,Mujer,42,Si,0,4,18,Plan D,18699.2,No,Si,25.5,No,No,No,Si,No,No,No,Si,Mensual,26156,0,0,336585.6,809135.6,No,
3818,Hombre,26,No,0,0,37,Plan C,20134.4,Si,Si,88.5,No,Si,No,Si,Si,Si,Si,Si,Anual,54340,0,0,744972.8,2709532.8,No,
3819,Mujer,65,No,0,0,50,Ninguno,24954.8,Si,Si,33,Si,Si,No,No,No,No,No,Si,Mensual,43368,0,0,1247740,3386864,No,
3820,Mujer,38,No,2,0,21,Plan D,4513.6,No,No,,,,,,,,,,Mensual,10790,0,0,94785.6,329929.6,No,
3821,Hombre,65,Si,0,1,36,Ninguno,12760.8,Si,Si,7.5,No,No,No,No,No,Si,Si,Si,Mensual,44330,0,0,459388.8,2088418.8,Si,Disconforme
3822,Hombre,24,Si,3,7,69,Plan A,19744.4,Si,Si,40.5,Si,Si,Si,Si,Si,Si,Si,No,Otro mas largo,59462,0,5200,1362363.6,5353779.6,No,
3823,Mujer,48,No,0,0,1,Ninguno,14102.4,No,Si,34.5,No,No,No,No,No,No,No,Si,Mensual,36712,0,0,14102.4,50814.4,Si,Mejor la Competencia
3824,Hombre,35,Si,1,5,72,Plan A,9094.8,Si,Si,18,No,Si,Si,No,Si,Si,Si,No,Anual,54314,0,67600,654825.6,4601105.6,No,
3825,Mujer,26,Si,0,3,71,Plan A,4940,Si,Si,114,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,47346,0,0,350740,3623490,No,
3826,Mujer,47,No,0,0,1,Plan E,,,Si,3,No,No,No,No,Si,No,No,Si,Mensual,18590,0,0,0,18590,Si,Por Precio
3827,Mujer,44,No,0,0,5,Ninguno,24154,Si,Si,15,No,No,No,No,Si,Si,Si,Si,Mensual,48828,0,0,120770,373932,Si,Otra
3828,Hombre,51,No,1,0,34,Plan C,11278.8,Si,Si,42,No,Si,Si,No,Si,Si,Si,Si,Mensual,55302,0,0,383479.2,2229089.2,Si,Mejor la Competencia
3829,Mujer,22,No,0,0,38,Ninguno,21132.8,No,No,,,,,,,,,,Anual,10426,0,0,803046.4,1155710.4,No,
3830,Hombre,39,No,0,0,22,Ninguno,5798,Si,Si,25.5,No,No,No,No,Si,Si,Si,Si,Mensual,49452,0,0,127556,1252108,No,
3831,Hombre,45,No,0,0,45,Ninguno,10082.8,No,Si,24,Si,No,No,No,No,No,No,Si,Mensual,26468,0,0,453726,1648972,No,
3832,Mujer,75,Si,0,1,8,Ninguno,23946,Si,Si,33,No,No,No,No,No,Si,No,Si,Mensual,43680,0,0,191568,510536,Si,Disconforme
3833,Mujer,49,Si,1,4,15,Plan D,9063.6,No,No,,,,,,,,,,Mensual,10296,9646,0,135954,268242,No,
3834,Hombre,69,Si,0,0,52,Ninguno,19552,Si,Si,34.5,Si,No,Si,No,Si,Si,Si,Si,Mensual,54184,0,0,1016704,3912246,Si,Mejor la Competencia
3835,Mujer,65,Si,0,0,66,Plan A,,,Si,13.5,No,Si,Si,No,Si,No,No,Si,Anual,23686,0,0,0,1574170,No,
3836,Mujer,72,No,0,0,66,Plan A,18969.6,Si,Si,7.5,Si,Si,No,Si,No,No,No,Si,Anual,-4160,0,0,1251993.6,3422655.6,No,
3837,Hombre,71,Si,0,1,32,Ninguno,1081.6,No,Si,37.5,No,No,No,No,No,Si,Si,Si,Mensual,41756,0,0,34611.2,1325797.2,Si,Disconforme
3838,Mujer,50,No,0,0,12,Ninguno,16234.4,No,Si,18,No,No,No,No,No,No,No,Si,Mensual,23426,0,0,194812.8,466824.8,No,
3839,Mujer,54,Si,1,1,32,Plan C,16863.6,No,Si,28.5,Si,Si,Si,Si,No,Si,Si,Si,Mensual,39676,0,0,539635.2,1789793.2,No,
3840,Hombre,40,No,0,0,1,Ninguno,10046.4,No,Si,33,No,No,No,No,No,Si,Si,Si,Mensual,41392,0,0,10046.4,51438.4,Si,Servicio Cliente
3841,Mujer,26,Si,0,5,60,Ninguno,7280,No,Si,63,No,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,41912,0,0,436800,3009084,No,
3842,Hombre,27,No,0,0,37,Ninguno,15974.4,Si,Si,63,No,No,No,Si,Si,Si,Si,Si,Mensual,51376,0,0,591052.8,2398338.8,Si,Mejor la Competencia
3843,Hombre,37,No,0,0,9,Plan E,12942.8,No,No,,,,,,,,,,Mensual,10244,0,0,116485.2,210449.2,No,
3844,Hombre,39,Si,2,2,67,Plan A,,,Si,25.5,Si,No,No,No,Si,Si,Si,Si,Otro mas largo,26468,0,0,0,1706458,No,
3845,Hombre,76,Si,0,6,65,Ninguno,14913.6,No,Si,30,No,No,No,No,No,No,No,Si,Anual,36894,3863.6,0,969384,3334224.4,No,
3846,Hombre,58,No,0,0,5,Ninguno,17061.2,No,Si,24,No,Si,No,No,No,No,No,Si,Mensual,38818,0,0,85306,284804,No,
3847,Hombre,43,No,0,0,16,Ninguno,3010.8,Si,Si,6,No,Si,No,No,No,No,No,Si,Mensual,28756,0,0,48172.8,503354.8,No,
3848,Hombre,39,No,0,0,5,Plan E,8923.2,No,Si,10.5,No,Si,No,No,No,No,No,Si,Mensual,26702,0,0,44616,181012,No,
3849,Mujer,21,No,0,0,8,Plan E,665.6,Si,Si,63,No,No,No,No,No,No,No,Si,Mensual,38792,0,0,5324.8,290752.8,No,
3850,Mujer,30,No,0,0,71,Ninguno,1383.2,Si,No,,,,,,,,,,Otro mas largo,12766,0,0,98207.2,992165.2,No,
3851,Hombre,34,No,0,0,57,Ninguno,16000.4,Si,Si,15,No,No,No,Si,Si,No,No,No,Otro mas largo,47034,0,36400,912022.8,3667918.8,No,
3852,Mujer,65,No,0,0,4,Ninguno,6593.6,No,Si,15,No,Si,Si,No,Si,Si,Si,Si,Mensual,51896,0,0,26374.4,256656.4,Si,Mejor la Competencia
3853,Hombre,65,Si,0,1,30,Ninguno,1487.2,Si,Si,28.5,No,No,No,No,No,No,No,Si,Mensual,40508,0,0,44616,1267370,No,
3854,Hombre,32,No,0,0,1,Ninguno,5397.6,Si,Si,10.5,No,No,Si,No,Si,Si,Si,Si,Mensual,52754,0,0,5397.6,58151.6,Si,Por Precio
3855,Mujer,36,Si,0,1,25,Ninguno,12812.8,No,Si,7.5,No,Si,Si,No,Si,No,No,Si,Mensual,46358,0,0,320320,1494350,Si,Mejor la Competencia
3856,Mujer,42,No,0,0,32,Ninguno,16650.4,Si,Si,4.5,No,Si,No,No,No,No,No,Si,Mensual,28184,0,0,532812.8,1437404.8,No,
3857,Hombre,36,No,0,0,10,Plan D,769.6,No,Si,37.5,No,Si,No,No,Si,No,No,No,Mensual,31018,0,46800,7696,386750,No,
3858,Mujer,52,No,0,0,12,Plan D,18059.6,Si,Si,9,No,Si,No,No,No,Si,Si,No,Mensual,46358,0,36400,216715.2,803041.2,No,
3859,Mujer,53,No,1,0,14,Plan D,24814.4,Si,Si,33,Si,No,No,Si,No,No,No,Si,Mensual,44720,0,0,347401.6,952707.6,No,
3860,Mujer,20,Si,0,3,19,Ninguno,4316,No,Si,72,No,Si,No,No,No,Si,Si,Si,Mensual,31096,0,0,82004,670046,No,
3861,Hombre,65,Si,0,8,41,Plan B,24159.2,No,Si,3,No,Si,No,No,Si,Si,Si,No,Mensual,49166,0,20800,990527.2,3014081.2,No,
3862,Hombre,69,Si,0,1,69,Plan A,25417.6,Si,Si,6,No,Si,Si,Si,Si,Si,No,Si,Otro mas largo,56368,0,0,1753814.4,5559278.4,Si,Servicio Cliente
3863,Hombre,48,No,0,0,69,Plan A,23176.4,Si,Si,42,No,Si,No,Si,Si,Si,Si,Si,Anual,54704,0,0,1599171.6,5439917.6,No,
3865,Mujer,49,Si,2,2,33,Ninguno,5184.4,Si,No,,,,,,,,,,Mensual,12610,0,0,171085.2,607105.2,No,
3866,Hombre,44,Si,3,7,12,Plan D,2449.2,No,No,,,,,,,,,,Otro mas largo,10244,0,0,29390.4,163732.4,No,
3867,Hombre,53,No,0,0,3,Ninguno,22734.4,Si,Si,31.5,No,No,Si,No,No,Si,Si,Si,Mensual,47762,0,0,68203.2,201869.2,Si,Servicio Cliente
3868,Hombre,61,Si,0,1,11,Plan D,6931.6,No,Si,28.5,No,No,No,No,Si,No,No,No,Mensual,41340,0,26000,76247.6,553867.6,Si,Mejor la Competencia
3869,Mujer,49,Si,0,1,58,Ninguno,11117.6,Si,Si,39,No,Si,Si,No,No,Si,Si,No,Anual,49036,2886,78000,644820.8,3637212.8,No,
3870,Mujer,64,No,0,0,22,Plan D,16395.6,No,Si,16.5,Si,No,No,No,No,No,No,Si,Mensual,25896,0,0,360703.2,906209.2,No,
3871,Hombre,63,No,0,0,62,Plan B,4201.6,Si,Si,31.5,Si,Si,No,Si,No,Si,Si,No,Anual,53040,0,57200,260499.2,3712909.2,Si,Por Precio
3872,Mujer,35,Si,0,1,7,Ninguno,6021.6,No,Si,40.5,No,No,No,No,Si,No,No,Si,Mensual,42172,0,0,42151.2,342009.2,Si,Mejor la Competencia
3873,Mujer,74,Si,1,9,61,Plan B,20441.2,Si,Si,15,No,No,Si,No,Si,No,No,Si,Anual,33904,0,0,1246913.2,3308739.2,No,
3874,Hombre,53,No,0,0,27,Ninguno,7846.8,No,Si,42,Si,No,No,Si,No,No,No,Si,Mensual,27794,0,0,211863.6,971817.6,No,
3875,Mujer,22,No,0,0,53,Plan B,4331.6,No,Si,109.5,No,Si,Si,No,Si,Si,Si,Si,Anual,52156,0,0,229574.8,2933990.8,No,
3876,Mujer,49,No,3,0,19,Plan D,4170.4,Si,Si,85.5,Si,Si,No,Si,Si,No,No,Si,Mensual,39468,0,0,79237.6,794549.6,No,
3877,Hombre,34,Si,0,1,19,Plan D,14580.8,Si,Si,33,No,No,Si,Si,Si,Si,Si,Si,Mensual,53716,0,0,277035.2,1323639.2,Si,Por Precio
3878,Hombre,64,Si,0,7,56,Ninguno,17123.6,Si,No,,,,,,,,,,Anual,12714,0,0,958921.6,1703379.6,No,
3879,Mujer,75,Si,0,2,72,Plan A,23342.8,Si,Si,36,Si,Si,Si,Si,Si,Si,No,No,Otro mas largo,60190,0,62400,1680681.6,6133805.6,No,
3880,Hombre,31,Si,0,7,17,Plan D,24289.2,Si,Si,12,No,Si,No,No,No,No,No,Si,Mensual,41860,0,0,412916.4,1108104.4,No,
3881,Hombre,52,Si,2,10,70,Ninguno,25828.4,No,Si,28.5,Si,Si,Si,Si,Si,No,No,Si,Otro mas largo,52572,0,0,1807988,5445284,No,
3882,Hombre,76,Si,0,9,72,Ninguno,,,Si,13.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,33514,0,0,0,2413372,No,
3883,Hombre,48,Si,3,5,69,Ninguno,20987.2,No,Si,79.5,Si,Si,No,Si,Si,Si,Si,Si,Otro mas largo,41938,0,0,1448116.8,4330242.8,No,
3884,Hombre,56,Si,0,1,65,Plan B,21044.4,No,Si,45,Si,No,No,Si,Si,Si,Si,Si,Otro mas largo,38896,0,0,1367886,3874364,Si,Disconforme
3885,Hombre,71,Si,0,1,43,Ninguno,2386.8,Si,Si,7.5,No,Si,No,Si,Si,No,No,Si,Anual,49036,0,0,102632.4,2158270.4,No,
3886,Mujer,34,Si,1,1,41,Plan B,11065.6,No,No,,,,,,,,,,Otro mas largo,10036,0,0,453689.6,855337.6,No,
3887,Hombre,59,Si,0,3,46,Ninguno,8356.4,No,No,,,,,,,,,,Mensual,10192,0,0,384394.4,827018.4,No,
3888,Hombre,52,Si,0,1,61,Ninguno,24414,Si,Si,31.5,Si,Si,No,No,Si,Si,Si,Si,Anual,55120,0,0,1489254,4894058,Si,Mejor la Competencia
3889,Hombre,58,No,0,0,19,Ninguno,9932,No,No,,,,,,,,,,Otro mas largo,10374,0,0,188708,382928,No,
3890,Mujer,21,No,0,0,68,Ninguno,,,Si,87,Si,No,Si,Si,No,No,No,Si,Otro mas largo,20228,0,0,0,1413984,No,
3891,Mujer,53,Si,3,8,52,Plan B,4243.2,Si,Si,30,No,Si,Si,No,Si,No,No,Si,Anual,49764,0,0,220646.4,2808244.4,No,
3892,Hombre,56,Si,0,9,24,Plan C,18616,No,No,,,,,,,,,,Anual,10452,0,0,446784,724412,No,
3893,Mujer,38,No,0,0,33,Ninguno,8158.8,Si,Si,36,Si,Si,No,No,No,No,No,Si,Mensual,31668,0,0,269240.4,1326842.4,No,
3894,Mujer,80,No,0,0,3,Ninguno,,,Si,45,No,No,No,No,No,No,No,Si,Mensual,13156,0,0,0,40430,Si,Servicio Cliente
3895,Mujer,63,Si,0,0,24,Ninguno,23379.2,No,Si,42,No,Si,Si,No,Si,Si,Si,Si,Mensual,51636,0,0,561100.8,1825402.8,Si,Mejor la Competencia
3896,Mujer,60,Si,3,3,31,Plan C,5096,No,No,,,,,,,,,,Otro mas largo,10920,0,0,157976,520780,No,
3897,Mujer,67,Si,0,8,67,Ninguno,20004.4,Si,Si,30,Si,No,Si,No,Si,Si,No,Si,Anual,55666,0,0,1340294.8,5054394.8,No,
3898,Mujer,28,No,0,0,4,Ninguno,9375.6,No,Si,88.5,Si,Si,No,Si,No,No,No,Si,Mensual,31408,0,0,37502.4,179020.4,Si,Mejor la Competencia
3899,Mujer,79,No,0,0,2,Ninguno,,,Si,16.5,No,No,No,No,No,No,No,Si,Mensual,12662,0,0,0,21762,Si,Mejor la Competencia
3900,Hombre,50,No,0,0,22,Ninguno,24180,No,Si,25.5,No,Si,No,No,Si,Si,Si,Si,Mensual,48464,0,0,531960,1653756,No,
3901,Hombre,42,Si,0,2,66,Ninguno,3957.2,No,Si,15,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,44668,0,0,261175.2,3170731.2,No,
3902,Hombre,73,No,0,0,2,Ninguno,2896.4,No,Si,36,Si,No,Si,No,Si,No,No,Si,Mensual,34528,0,0,5792.8,54958.8,Si,Por Precio
3903,Hombre,19,No,0,0,2,Plan E,2771.6,No,Si,78,Si,No,Si,No,No,No,No,Si,Mensual,28652,0,0,5543.2,64485.2,Si,Mejor la Competencia
3904,Mujer,34,No,0,0,1,Plan E,17118.4,No,Si,4.5,No,No,No,No,Si,No,No,Si,Mensual,41730,0,0,17118.4,58848.4,Si,Otra
3905,Mujer,40,Si,0,0,71,Ninguno,19874.4,No,Si,34.5,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,42640,0,0,1411082.4,4531004.4,No,
3906,Hombre,62,No,0,0,20,Ninguno,14097.2,No,No,,,,,,,,,,Otro mas largo,10244,0,0,281944,500032,No,
3907,Mujer,34,Si,2,1,66,Plan A,25017.2,No,Si,40.5,No,No,No,Si,No,No,No,Si,Anual,25688,0,0,1651135.2,3342097.2,No,
3908,Mujer,39,Si,0,1,34,Ninguno,21205.6,Si,Si,6,No,No,Si,No,Si,No,No,Si,Mensual,45474,0,0,720990.4,2215548.4,Si,Por Precio
3909,Mujer,49,Si,0,1,47,Ninguno,3411.2,No,Si,16.5,Si,No,Si,No,Si,No,No,No,Anual,34346,0,20800,160326.4,1752280.4,No,
3911,Mujer,42,Si,0,1,69,Ninguno,19344,Si,Si,40.5,No,Si,Si,No,Si,Si,Si,Si,Mensual,54054,0,0,1334736,5207124,Si,Mejor la Competencia
3912,Mujer,38,No,0,0,70,Ninguno,6968,Si,Si,4.5,No,Si,Si,Si,No,No,No,No,Anual,46930,0,52000,487760,3860454,No,
3913,Mujer,35,No,0,0,17,Ninguno,2277.6,No,No,,,,,,,,,,Anual,10478,0,0,38719.2,222617.2,No,
3914,Hombre,35,No,7,0,1,Ninguno,6661.2,No,No,,,,,,,,,,Mensual,10010,0,0,6661.2,16671.2,Si,Servicio Cliente
3915,Hombre,56,Si,0,1,46,Ninguno,9594,Si,No,,,,,,,,,,Anual,12948,0,0,441324,1052220,No,
3916,Hombre,29,No,3,0,41,Ninguno,15901.6,No,Si,88.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,57798,0,0,651965.6,2995683.6,No,
3917,Mujer,38,No,0,0,54,Ninguno,21751.6,Si,Si,13.5,No,No,No,Si,Si,Si,Si,Si,Mensual,52052,0,0,1174586.4,4003854.4,Si,Disconforme
3918,Hombre,46,Si,1,4,1,Plan E,23800.4,No,No,,,,,,,,,,Mensual,10348,0,0,23800.4,34148.4,Si,Mejor la Competencia
3919,Hombre,63,No,0,0,8,Ninguno,15875.6,No,Si,39,No,No,No,No,No,Si,Si,Si,Mensual,28470,0,0,127004.8,354790.8,No,
3920,Mujer,53,No,0,0,12,Ninguno,6630,Si,Si,36,No,No,No,No,Si,Si,Si,No,Mensual,48984,3842.8,62400,79560,682089.2,Si,Por Precio
3921,Hombre,51,No,3,0,33,Plan C,11003.2,No,No,,,,,,,,,,Anual,10478,0,0,363105.6,717823.6,No,
3922,Mujer,57,Si,0,1,21,Plan D,629.2,Si,Si,24,Si,No,Si,No,Si,Si,Si,Si,Mensual,54028,0,0,13213.2,1185397.2,Si,Disconforme
3923,Mujer,28,Si,0,1,12,Ninguno,21127.6,Si,Si,88.5,No,Si,Si,No,No,No,Si,Si,Mensual,43940,0,0,253531.2,730319.2,Si,Mejor la Competencia
3925,Hombre,26,Si,3,0,25,Plan C,6130.8,No,Si,88.5,No,No,No,Si,Si,No,No,Si,Mensual,44668,0,0,153270,1296776,No,
3926,Hombre,35,Si,0,7,33,Plan C,25402,No,Si,45,Si,No,Si,No,Si,Si,Si,Si,Anual,38870,0,0,838266,2113982,No,
3927,Mujer,38,No,0,0,11,Ninguno,24757.2,No,Si,18,No,No,No,Si,Si,Si,Si,Si,Mensual,36660,0,0,272329.2,703565.2,No,
3928,Mujer,57,No,0,0,47,Ninguno,1814.8,No,No,,,,,,,,,,Otro mas largo,10478,0,0,85295.6,629319.6,No,
3929,Hombre,75,No,0,0,7,Ninguno,,,Si,39,No,Si,No,Si,No,Si,No,Si,Otro mas largo,23088,0,0,0,138216,No,
3930,Hombre,22,No,0,0,49,Plan B,,,Si,87,No,No,Si,No,No,No,No,Si,Mensual,15704,0,0,0,755612,No,
3931,Hombre,54,Si,0,1,49,Plan B,10649.6,Si,Si,33,No,Si,No,No,Si,Si,Si,Si,Mensual,51506,7404.8,0,521830.4,3038375.6,Si,Mejor la Competencia
3932,Mujer,38,Si,0,5,55,Ninguno,10093.2,Si,Si,6,No,No,Si,No,No,No,No,Si,Mensual,40430,0,0,555126,2873364,Si,Mejor la Competencia
3933,Mujer,49,Si,0,0,20,Plan D,24975.6,No,No,,,,,,,,,,Mensual,10010,0,0,499512,694642,No,
3934,Mujer,79,Si,0,8,28,Ninguno,13296.4,Si,No,,,,,,,,,,Mensual,13364,0,0,372299.2,754291.2,No,
3935,Hombre,69,No,0,0,1,Ninguno,17596.8,No,Si,7.5,No,No,No,No,No,No,No,Si,Mensual,36270,0,0,17596.8,53866.8,Si,Mejor la Competencia
3936,Mujer,36,Si,0,2,4,Ninguno,3520.4,No,Si,4.5,Si,Si,No,No,No,No,No,Si,Mensual,28444,0,0,14081.6,136307.6,No,
3937,Mujer,24,No,0,0,42,Plan B,9521.2,No,No,,,,,,,,,,Otro mas largo,10790,0,0,399890.4,839004.4,No,
